material_type,quality_grade,quantity,unit,age_years,damage_percentage,original_price,current_market_price,location,transport_distance,demand_score,reuse_score,selling_price
Electrical Wiring & Panels,Grade A,100.0,Pieces,3.9,22.0,22000.0,23100.0,Chennai,42.7,1.02,75.0,14197.0
Red Bricks,Grade B,1000.0,Pieces,2.2,19.8,11000.0,11550.0,Hyderabad,45.4,1.05,55.00000000000001,4931.0
Concrete Rubble,Grade A,60.0,Tonnes,3.1,11.4,72000.0,75600.0,Delhi,45.9,1.1,75.0,55674.0
Cement Blocks,Grade B,200.0,Pieces,9.8,39.8,10400.0,10920.0,Pune,25.8,1.06,55.00000000000001,4888.0
Flush Doors,Grade C,100.0,Pieces,5.7,71.7,420000.0,441000.0,Mumbai,27.4,1.18,38.0,114867.0
Corrugated Roofing Sheets,Grade C,1200.0,sq.ft,4.2,78.3,78000.0,81900.0,Chennai,28.3,1.02,38.0,15099.0
Sanitaryware Ceramics,Grade C,2000.0,Pieces,0.4,81.9,1700000.0,1785000.0,Hyderabad,11.1,1.05,38.0,356164.0
Galvanized Iron (GI) Pipes,Grade B,200.0,Pieces,0.4,12.3,110000.0,115500.0,Hyderabad,25.5,1.05,55.00000000000001,58184.0
Natural Stone Slabs,Grade D,60.0,Tonnes,1.6,45.5,66000.0,69300.0,Hyderabad,44.0,1.05,22.0,11514.0
Mixed Demolition Waste,Grade D,5.0,Tonnes,7.4,39.3,2250.0,2362.5,Hyderabad,24.4,1.05,22.0,412.0
TMT Steel Rods,Grade B,1500.0,kg,4.0,26.9,87000.0,91350.0,Pune,38.0,1.06,55.00000000000001,43515.0
Ceramic Floor Tiles,Grade A,250.0,sq.ft,6.8,30.7,10500.0,11025.0,Bangalore,37.1,1.12,75.0,7272.0
Cement Blocks,Grade B,50.0,Pieces,8.1,41.5,2600.0,2730.0,Mumbai,46.8,1.18,55.00000000000001,1245.0
Ceramic Floor Tiles,Grade D,250.0,sq.ft,1.4,37.0,10500.0,11025.0,Bangalore,44.1,1.12,22.0,2144.0
PVC Pipes,Grade B,500.0,Pieces,9.7,10.4,130000.0,136500.0,Pune,23.0,1.06,55.00000000000001,71501.0
Electrical Wiring & Panels,Grade A,100.0,Pieces,4.7,14.0,22000.0,23100.0,Mumbai,49.4,1.18,75.0,17371.0
Aluminum Windows,Grade C,500.0,Pieces,1.5,62.7,1400000.0,1470000.0,Mumbai,31.2,1.18,38.0,389453.0
Electrical Wiring & Panels,Grade B,2000.0,Pieces,5.8,15.1,440000.0,462000.0,Bangalore,43.7,1.12,55.00000000000001,243098.0
Corrugated Roofing Sheets,Grade C,250.0,sq.ft,1.6,30.5,16250.0,17062.5,Hyderabad,20.3,1.05,38.0,5450.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,5.0,30.7,0.0,0.0,Chennai,29.3,1.02,0.0,0.0
Asbestos / Hazardous Sheeting,Grade E,500.0,sq.ft,0.7,48.2,0.0,0.0,Bangalore,6.5,1.12,0.0,0.0
Marble Slabs,Grade B,250.0,sq.ft,1.4,13.9,52500.0,55125.0,Chennai,39.2,1.02,55.00000000000001,26318.0
Aluminum Windows,Grade A,5000.0,Pieces,3.8,6.9,14000000.0,14700000.0,Mumbai,47.0,1.18,75.0,11523178.0
Cement Blocks,Grade B,50.0,Pieces,1.6,14.2,2600.0,2730.0,Chennai,43.9,1.02,55.00000000000001,1352.0
Structural Wood / Timber,Grade C,500.0,sq.ft,9.4,80.1,65000.0,68250.0,Delhi,25.6,1.1,38.0,14757.0
Cement Blocks,Grade B,200.0,Pieces,1.0,30.9,10400.0,10920.0,Bangalore,24.6,1.12,55.00000000000001,5266.0
Corrugated Roofing Sheets,Grade B,100.0,sq.ft,1.0,20.6,6500.0,6825.0,Hyderabad,38.7,1.05,55.00000000000001,3575.0
Asbestos / Hazardous Sheeting,Grade E,250.0,sq.ft,4.1,43.0,0.0,0.0,Chennai,49.7,1.02,0.0,0.0
Mixed Demolition Waste,Grade B,25.0,Tonnes,2.3,16.4,11250.0,11812.5,Mumbai,29.5,1.18,55.00000000000001,6406.0
Structural Wood / Timber,Grade C,800.0,sq.ft,2.2,57.1,104000.0,109200.0,Pune,46.2,1.06,38.0,26270.0
Sanitaryware Ceramics,Grade D,50.0,Pieces,10.1,62.8,42500.0,44625.0,Bangalore,49.7,1.12,22.0,6509.0
Natural Stone Slabs,Grade B,25.0,Tonnes,14.5,7.4,27500.0,28875.0,Delhi,34.0,1.1,55.00000000000001,15537.0
Structural Wood / Timber,Grade B,800.0,sq.ft,0.6,7.8,104000.0,109200.0,Delhi,22.1,1.1,55.00000000000001,58826.0
Natural Stone Slabs,Grade B,15.0,Tonnes,5.0,29.4,16500.0,17325.0,Pune,15.1,1.06,55.00000000000001,7827.0
Electrical Wiring & Panels,Grade D,1000.0,Pieces,10.0,74.6,220000.0,231000.0,Chennai,8.0,1.02,22.0,28574.0
Structural Wood / Timber,Grade B,250.0,sq.ft,0.3,13.3,32500.0,34125.0,Chennai,41.1,1.02,55.00000000000001,17744.0
Concrete Rubble,Grade D,40.0,Tonnes,0.5,43.1,48000.0,50400.0,Mysuru,35.3,0.95,22.0,7190.0
Mixed Demolition Waste,Grade B,15.0,Tonnes,1.0,16.2,6750.0,7087.5,Hyderabad,37.3,1.05,55.00000000000001,3616.0
Cement Blocks,Grade A,1000.0,Pieces,1.8,20.5,52000.0,54600.0,Pune,39.6,1.06,75.0,35573.0
Aluminum Windows,Grade E,2000.0,Pieces,0.4,75.0,5600000.0,5880000.0,Bangalore,22.6,1.12,0.0,0.0
Flush Doors,Grade B,5000.0,Pieces,0.8,12.3,21000000.0,22050000.0,Delhi,39.6,1.1,55.00000000000001,11304795.0
Window Glass,Grade C,800.0,sq.ft,2.9,73.5,60000.0,63000.0,Mumbai,19.2,1.18,38.0,15239.0
Aluminum Windows,Grade A,200.0,Pieces,1.0,11.7,560000.0,588000.0,Delhi,45.5,1.1,75.0,420734.0
Mixed Demolition Waste,Grade C,10.0,Tonnes,5.2,58.1,4500.0,4725.0,Hyderabad,13.3,1.05,38.0,1090.0
Sanitaryware Ceramics,Grade D,50.0,Pieces,0.4,34.5,42500.0,44625.0,Hyderabad,34.0,1.05,22.0,7942.0
Window Glass,Grade A,1200.0,sq.ft,5.6,5.7,90000.0,94500.0,Delhi,24.9,1.1,75.0,70520.0
Electrical Wiring & Panels,Grade B,500.0,Pieces,4.1,16.4,110000.0,115500.0,Pune,5.9,1.06,55.00000000000001,54781.0
Structural Wood / Timber,Grade B,100.0,sq.ft,1.6,3.6,13000.0,13650.0,Delhi,18.9,1.1,55.00000000000001,7408.0
Natural Stone Slabs,Grade D,15.0,Tonnes,3.0,46.5,16500.0,17325.0,Bangalore,10.3,1.12,22.0,2911.0
Construction Sand,Grade E,25.0,Tonnes,4.0,57.6,45000.0,47250.0,Chennai,20.2,1.02,0.0,0.0
Galvanized Iron (GI) Pipes,Grade A,50.0,Pieces,2.6,29.7,27500.0,28875.0,Bangalore,42.4,1.12,75.0,17171.0
Concrete Rubble,Grade A,60.0,Tonnes,5.5,5.7,72000.0,75600.0,Mysuru,6.8,0.95,75.0,48303.0
Structural Wood / Timber,Grade C,500.0,sq.ft,1.8,67.0,65000.0,68250.0,Hyderabad,37.7,1.05,38.0,15674.0
Cement Blocks,Grade B,100.0,Pieces,0.7,16.2,5200.0,5460.0,Pune,21.4,1.06,55.00000000000001,2653.0
TMT Steel Rods,Grade B,3000.0,kg,0.8,5.3,174000.0,182700.0,Mysuru,37.0,0.95,55.00000000000001,82608.0
TMT Steel Rods,Grade A,1000.0,kg,0.9,2.7,58000.0,60900.0,Delhi,7.9,1.1,75.0,43360.0
TMT Steel Rods,Grade D,1500.0,kg,1.5,72.0,87000.0,91350.0,Delhi,32.4,1.1,22.0,12224.0
Aluminum Windows,Grade B,1000.0,Pieces,0.8,27.2,2800000.0,2940000.0,Pune,46.1,1.06,55.00000000000001,1260057.0
Window Glass,Grade A,500.0,sq.ft,3.4,6.6,37500.0,39375.0,Mysuru,20.0,0.95,75.0,26080.0
Red Bricks,Grade B,500.0,Pieces,2.0,23.4,5500.0,5775.0,Delhi,9.0,1.1,55.00000000000001,2781.0
Granite Slabs,Grade B,800.0,sq.ft,4.0,13.5,152000.0,159600.0,Mysuru,22.8,0.95,55.00000000000001,67519.0
PVC Pipes,Grade E,2000.0,Pieces,1.4,62.4,520000.0,546000.0,Bangalore,48.1,1.12,0.0,0.0
Cement Blocks,Grade B,200.0,Pieces,0.5,8.9,10400.0,10920.0,Mumbai,27.9,1.18,55.00000000000001,6733.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,0.9,74.4,0.0,0.0,Hyderabad,6.4,1.05,0.0,0.0
Window Glass,Grade A,250.0,sq.ft,2.2,19.5,18750.0,19687.5,Mysuru,23.0,0.95,75.0,11800.0
Structural Wood / Timber,Grade A,500.0,sq.ft,2.8,26.7,65000.0,68250.0,Mumbai,6.6,1.18,75.0,48824.0
PVC Pipes,Grade A,200.0,Pieces,1.9,12.2,52000.0,54600.0,Mumbai,39.3,1.18,75.0,44669.0
Structural Wood / Timber,Grade D,500.0,sq.ft,7.5,63.3,65000.0,68250.0,Mumbai,19.4,1.18,22.0,9750.0
Electrical Wiring & Panels,Grade A,5000.0,Pieces,0.9,15.6,1100000.0,1155000.0,Chennai,15.0,1.02,75.0,713097.0
PVC Pipes,Grade D,1000.0,Pieces,9.2,28.5,260000.0,273000.0,Hyderabad,12.2,1.05,22.0,47785.0
Corrugated Roofing Sheets,Grade D,250.0,sq.ft,13.8,80.4,16250.0,17062.5,Hyderabad,48.5,1.05,22.0,1969.0
Sanitaryware Ceramics,Grade C,200.0,Pieces,0.5,49.8,170000.0,178500.0,Pune,23.0,1.06,38.0,45161.0
Ceramic Floor Tiles,Grade C,250.0,sq.ft,4.5,77.3,10500.0,11025.0,Mysuru,30.4,0.95,38.0,2046.0
Structural Wood / Timber,Grade A,500.0,sq.ft,0.3,8.4,65000.0,68250.0,Chennai,32.4,1.02,75.0,51359.0
Sanitaryware Ceramics,Grade E,5000.0,Pieces,8.3,88.8,4250000.0,4462500.0,Mumbai,40.9,1.18,0.0,0.0
PVC Pipes,Grade B,5000.0,Pieces,5.6,17.1,1300000.0,1365000.0,Bangalore,41.3,1.12,55.00000000000001,689663.0
Concrete Rubble,Grade B,25.0,Tonnes,2.3,10.3,30000.0,31500.0,Chennai,41.3,1.02,55.00000000000001,16417.0
Marble Slabs,Grade A,1200.0,sq.ft,3.1,18.1,252000.0,264600.0,Mumbai,16.2,1.18,75.0,200229.0
Construction Sand,Grade D,15.0,Tonnes,6.1,60.2,27000.0,28350.0,Chennai,30.2,1.02,22.0,3805.0
TMT Steel Rods,Grade A,3000.0,kg,0.4,14.7,174000.0,182700.0,Pune,39.4,1.06,75.0,127694.0
Construction Sand,Grade B,25.0,Tonnes,2.1,18.0,45000.0,47250.0,Pune,20.2,1.06,55.00000000000001,22130.0
PVC Pipes,Grade A,200.0,Pieces,2.8,12.8,52000.0,54600.0,Pune,27.7,1.06,75.0,39233.0
Red Bricks,Grade B,5000.0,Pieces,1.9,19.1,55000.0,57750.0,Delhi,29.4,1.1,55.00000000000001,30499.0
Corrugated Roofing Sheets,Grade A,500.0,sq.ft,0.8,12.5,32500.0,34125.0,Hyderabad,41.3,1.05,75.0,24871.0
PVC Pipes,Grade A,1000.0,Pieces,1.7,12.2,260000.0,273000.0,Chennai,23.4,1.02,75.0,170103.0
Sanitaryware Ceramics,Grade B,5000.0,Pieces,6.7,20.8,4250000.0,4462500.0,Pune,41.1,1.06,55.00000000000001,2175020.0
Corrugated Roofing Sheets,Grade A,800.0,sq.ft,12.3,30.3,52000.0,54600.0,Chennai,35.2,1.02,75.0,33317.0
Asbestos / Hazardous Sheeting,Grade E,800.0,sq.ft,1.5,46.9,0.0,0.0,Hyderabad,38.7,1.05,0.0,0.0
Red Bricks,Grade C,1000.0,Pieces,3.8,83.3,11000.0,11550.0,Pune,47.7,1.06,38.0,2284.0
TMT Steel Rods,Grade B,1000.0,kg,8.6,17.3,58000.0,60900.0,Chennai,12.8,1.02,55.00000000000001,28732.0
Structural Wood / Timber,Grade C,500.0,sq.ft,4.7,83.9,65000.0,68250.0,Mumbai,14.5,1.18,38.0,14151.0
Electrical Wiring & Panels,Grade A,50.0,Pieces,0.4,24.6,11000.0,11550.0,Chennai,42.2,1.02,75.0,7511.0
Granite Slabs,Grade A,100.0,sq.ft,1.4,7.8,19000.0,19950.0,Delhi,6.2,1.1,75.0,14735.0
Galvanized Iron (GI) Pipes,Grade B,200.0,Pieces,0.7,19.3,110000.0,115500.0,Mysuru,5.3,0.95,55.00000000000001,50447.0
PVC Pipes,Grade D,5000.0,Pieces,0.4,40.4,1300000.0,1365000.0,Mysuru,11.1,0.95,22.0,210107.0
Cement Blocks,Grade B,200.0,Pieces,12.1,21.9,10400.0,10920.0,Bangalore,34.5,1.12,55.00000000000001,5838.0
PVC Pipes,Grade A,50.0,Pieces,0.8,10.3,13000.0,13650.0,Pune,12.1,1.06,75.0,9347.0
Cement Blocks,Grade C,2000.0,Pieces,0.5,83.9,104000.0,109200.0,Mumbai,26.3,1.18,38.0,23838.0
Concrete Rubble,Grade B,5.0,Tonnes,3.8,12.2,6000.0,6300.0,Bangalore,23.2,1.12,55.00000000000001,3399.0
Corrugated Roofing Sheets,Grade B,250.0,sq.ft,3.2,20.7,16250.0,17062.5,Delhi,22.4,1.1,55.00000000000001,8852.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,1.2,55.7,0.0,0.0,Pune,24.4,1.06,0.0,0.0
Ceramic Floor Tiles,Grade A,250.0,sq.ft,2.5,27.4,10500.0,11025.0,Mumbai,43.7,1.18,75.0,7639.0
Electrical Wiring & Panels,Grade C,50.0,Pieces,0.2,71.5,11000.0,11550.0,Pune,41.4,1.06,38.0,2493.0
Window Glass,Grade A,800.0,sq.ft,0.9,14.8,60000.0,63000.0,Hyderabad,9.3,1.05,75.0,43649.0
Electrical Wiring & Panels,Grade B,500.0,Pieces,11.9,28.7,110000.0,115500.0,Delhi,33.3,1.1,55.00000000000001,57676.0
PVC Pipes,Grade B,2000.0,Pieces,9.3,27.7,520000.0,546000.0,Bangalore,11.6,1.12,55.00000000000001,266630.0
Natural Stone Slabs,Grade C,10.0,Tonnes,0.3,40.5,11000.0,11550.0,Mysuru,26.3,0.95,38.0,2889.0
Marble Slabs,Grade C,500.0,sq.ft,4.1,60.1,105000.0,110250.0,Delhi,39.7,1.1,38.0,28556.0
Construction Sand,Grade B,10.0,Tonnes,0.8,17.2,18000.0,18900.0,Mumbai,11.4,1.18,55.00000000000001,10601.0
Structural Wood / Timber,Grade E,250.0,sq.ft,6.9,79.6,32500.0,34125.0,Pune,33.9,1.06,0.0,0.0
Electrical Wiring & Panels,Grade C,1000.0,Pieces,1.6,69.5,220000.0,231000.0,Hyderabad,18.6,1.05,38.0,51325.0
Window Glass,Grade B,800.0,sq.ft,7.0,7.8,60000.0,63000.0,Delhi,38.6,1.1,55.00000000000001,33927.0
Marble Slabs,Grade C,100.0,sq.ft,2.7,79.8,21000.0,22050.0,Mumbai,34.2,1.18,38.0,4501.0
Cement Blocks,Grade B,5000.0,Pieces,3.2,15.9,260000.0,273000.0,Delhi,45.9,1.1,55.00000000000001,146114.0
Granite Slabs,Grade B,500.0,sq.ft,1.8,2.6,95000.0,99750.0,Chennai,5.5,1.02,55.00000000000001,53584.0
Structural Wood / Timber,Grade B,1200.0,sq.ft,1.7,16.4,156000.0,163800.0,Hyderabad,42.6,1.05,55.00000000000001,79595.0
Sanitaryware Ceramics,Grade E,100.0,Pieces,5.8,48.9,85000.0,89250.0,Chennai,11.2,1.02,0.0,0.0
Granite Slabs,Grade A,250.0,sq.ft,6.7,27.4,47500.0,49875.0,Hyderabad,31.3,1.05,75.0,31323.0
Corrugated Roofing Sheets,Grade C,100.0,sq.ft,1.9,77.5,6500.0,6825.0,Hyderabad,10.9,1.05,38.0,1467.0
Flush Doors,Grade B,5000.0,Pieces,10.2,4.7,21000000.0,22050000.0,Hyderabad,13.8,1.05,55.00000000000001,11556538.0
PVC Pipes,Grade C,100.0,Pieces,1.2,46.8,26000.0,27300.0,Pune,24.4,1.06,38.0,7434.0
Structural Wood / Timber,Grade C,800.0,sq.ft,9.6,67.8,104000.0,109200.0,Mysuru,24.0,0.95,38.0,23096.0
Cement Blocks,Grade C,50.0,Pieces,2.0,85.4,2600.0,2730.0,Bangalore,42.8,1.12,38.0,549.0
PVC Pipes,Grade C,2000.0,Pieces,0.3,54.5,520000.0,546000.0,Pune,46.9,1.06,38.0,141417.0
TMT Steel Rods,Grade A,200.0,kg,0.8,14.0,11600.0,12180.0,Pune,49.0,1.06,75.0,8243.0
Ceramic Floor Tiles,Grade B,800.0,sq.ft,10.9,3.9,33600.0,35280.0,Mumbai,36.1,1.18,55.00000000000001,20899.0
Structural Wood / Timber,Grade B,800.0,sq.ft,10.2,22.8,104000.0,109200.0,Mysuru,8.3,0.95,55.00000000000001,44069.0
Structural Wood / Timber,Grade A,1200.0,sq.ft,6.3,15.8,156000.0,163800.0,Mumbai,23.6,1.18,75.0,128386.0
Electrical Wiring & Panels,Grade C,200.0,Pieces,3.9,81.8,44000.0,46200.0,Hyderabad,7.0,1.05,38.0,8794.0
Asbestos / Hazardous Sheeting,Grade E,100.0,sq.ft,0.9,51.7,0.0,0.0,Mysuru,14.0,0.95,0.0,0.0
TMT Steel Rods,Grade C,3000.0,kg,1.6,55.0,174000.0,182700.0,Pune,36.9,1.06,38.0,45655.0
Corrugated Roofing Sheets,Grade D,250.0,sq.ft,12.5,64.2,16250.0,17062.5,Pune,38.4,1.06,22.0,2290.0
Window Glass,Grade B,500.0,sq.ft,3.6,48.1,37500.0,39375.0,Bangalore,44.9,1.12,55.00000000000001,16840.0
Granite Slabs,Grade A,500.0,sq.ft,1.2,1.3,95000.0,99750.0,Mumbai,46.4,1.18,75.0,83218.0
Structural Wood / Timber,Grade E,250.0,sq.ft,1.5,76.2,32500.0,34125.0,Hyderabad,11.3,1.05,0.0,0.0
PVC Pipes,Grade B,1000.0,Pieces,1.0,43.5,260000.0,273000.0,Pune,21.5,1.06,55.00000000000001,113224.0
Flush Doors,Grade D,500.0,Pieces,5.5,82.3,2100000.0,2205000.0,Chennai,28.4,1.02,22.0,253746.0
Window Glass,Grade C,1200.0,sq.ft,10.6,67.1,90000.0,94500.0,Pune,28.7,1.06,38.0,21759.0
Red Bricks,Grade A,200.0,Pieces,0.2,3.6,2200.0,2310.0,Hyderabad,9.8,1.05,75.0,1677.0
Granite Slabs,Grade A,500.0,sq.ft,3.2,22.0,95000.0,99750.0,Mysuru,10.9,0.95,75.0,61963.0
Flush Doors,Grade B,100.0,Pieces,0.3,3.0,420000.0,441000.0,Hyderabad,28.3,1.05,55.00000000000001,240222.0
Window Glass,Grade E,1200.0,sq.ft,1.6,65.7,90000.0,94500.0,Bangalore,41.5,1.12,0.0,0.0
Window Glass,Grade A,100.0,sq.ft,1.2,7.9,7500.0,7875.0,Mysuru,30.1,0.95,75.0,5317.0
Marble Slabs,Grade C,250.0,sq.ft,4.4,77.1,52500.0,55125.0,Pune,25.0,1.06,38.0,11670.0
TMT Steel Rods,Grade A,1500.0,kg,2.6,17.4,87000.0,91350.0,Mysuru,14.0,0.95,75.0,50986.0
Corrugated Roofing Sheets,Grade B,100.0,sq.ft,1.6,24.7,6500.0,6825.0,Bangalore,46.8,1.12,55.00000000000001,3603.0
Electrical Wiring & Panels,Grade A,2000.0,Pieces,0.7,18.5,440000.0,462000.0,Pune,10.6,1.06,75.0,324813.0
Granite Slabs,Grade B,250.0,sq.ft,5.9,12.0,47500.0,49875.0,Mumbai,20.1,1.18,55.00000000000001,29233.0
Galvanized Iron (GI) Pipes,Grade C,5000.0,Pieces,2.3,35.4,2750000.0,2887500.0,Mysuru,17.6,0.95,38.0,767724.0
Aluminum Windows,Grade D,1000.0,Pieces,9.3,64.5,2800000.0,2940000.0,Mumbai,23.4,1.18,22.0,429092.0
Flush Doors,Grade B,100.0,Pieces,3.6,31.7,420000.0,441000.0,Bangalore,40.5,1.12,55.00000000000001,228730.0
Corrugated Roofing Sheets,Grade C,250.0,sq.ft,1.2,81.8,16250.0,17062.5,Bangalore,29.2,1.12,38.0,3655.0
Mixed Demolition Waste,Grade C,5.0,Tonnes,0.4,73.7,2250.0,2362.5,Hyderabad,32.2,1.05,38.0,513.0
Electrical Wiring & Panels,Grade B,200.0,Pieces,0.4,5.9,44000.0,46200.0,Mysuru,17.6,0.95,55.00000000000001,22255.0
PVC Pipes,Grade A,200.0,Pieces,4.3,42.1,52000.0,54600.0,Delhi,23.9,1.1,75.0,32676.0
Natural Stone Slabs,Grade B,15.0,Tonnes,0.8,7.6,16500.0,17325.0,Chennai,38.7,1.02,55.00000000000001,8438.0
PVC Pipes,Grade B,100.0,Pieces,2.8,9.3,26000.0,27300.0,Mysuru,45.1,0.95,55.00000000000001,12183.0
Corrugated Roofing Sheets,Grade E,100.0,sq.ft,2.0,81.1,6500.0,6825.0,Delhi,6.2,1.1,0.0,0.0
Electrical Wiring & Panels,Grade B,1000.0,Pieces,7.0,27.9,220000.0,231000.0,Bangalore,26.4,1.12,55.00000000000001,112734.0
Red Bricks,Grade E,1000.0,Pieces,0.4,85.4,11000.0,11550.0,Bangalore,30.5,1.12,0.0,0.0
Cement Blocks,Grade D,2000.0,Pieces,0.5,31.3,104000.0,109200.0,Pune,30.2,1.06,22.0,18731.0
Red Bricks,Grade B,2000.0,Pieces,1.0,10.0,22000.0,23100.0,Chennai,43.7,1.02,55.00000000000001,12521.0
Aluminum Windows,Grade D,5000.0,Pieces,3.5,80.6,14000000.0,14700000.0,Chennai,23.6,1.02,22.0,1636045.0
Concrete Rubble,Grade A,10.0,Tonnes,0.6,19.9,12000.0,12600.0,Bangalore,6.1,1.12,75.0,8450.0
Corrugated Roofing Sheets,Grade B,800.0,sq.ft,0.6,10.3,52000.0,54600.0,Mysuru,43.0,0.95,55.00000000000001,24711.0
Electrical Wiring & Panels,Grade B,50.0,Pieces,1.7,31.4,11000.0,11550.0,Pune,10.6,1.06,55.00000000000001,4838.0
Ceramic Floor Tiles,Grade D,100.0,sq.ft,1.8,45.2,4200.0,4410.0,Mysuru,38.7,0.95,22.0,626.0
Natural Stone Slabs,Grade B,15.0,Tonnes,0.3,17.4,16500.0,17325.0,Mysuru,33.7,0.95,55.00000000000001,7943.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,0.5,59.6,0.0,0.0,Pune,38.8,1.06,0.0,0.0
Galvanized Iron (GI) Pipes,Grade C,5000.0,Pieces,1.4,53.9,2750000.0,2887500.0,Chennai,40.8,1.02,38.0,704864.0
Corrugated Roofing Sheets,Grade C,250.0,sq.ft,2.3,72.8,16250.0,17062.5,Delhi,40.1,1.1,38.0,3875.0
Flush Doors,Grade A,500.0,Pieces,0.5,17.6,2100000.0,2205000.0,Hyderabad,21.2,1.05,75.0,1538478.0
Structural Wood / Timber,Grade B,100.0,sq.ft,8.1,14.0,13000.0,13650.0,Bangalore,20.9,1.12,55.00000000000001,8047.0
Asbestos / Hazardous Sheeting,Grade E,1200.0,sq.ft,5.0,63.5,0.0,0.0,Chennai,21.2,1.02,0.0,0.0
PVC Pipes,Grade B,2000.0,Pieces,4.2,18.2,520000.0,546000.0,Chennai,36.7,1.02,55.00000000000001,264973.0
Galvanized Iron (GI) Pipes,Grade C,5000.0,Pieces,2.4,66.2,2750000.0,2887500.0,Hyderabad,32.3,1.05,38.0,643902.0
Corrugated Roofing Sheets,Grade C,100.0,sq.ft,1.4,77.3,6500.0,6825.0,Mysuru,10.6,0.95,38.0,1376.0
Cement Blocks,Grade A,100.0,Pieces,0.8,3.3,5200.0,5460.0,Hyderabad,36.8,1.05,75.0,4037.0
Construction Sand,Grade A,25.0,Tonnes,8.5,26.0,45000.0,47250.0,Bangalore,7.1,1.12,75.0,30883.0
Corrugated Roofing Sheets,Grade A,1200.0,sq.ft,8.9,21.9,78000.0,81900.0,Pune,25.1,1.06,75.0,55404.0
Structural Wood / Timber,Grade C,500.0,sq.ft,1.8,56.1,65000.0,68250.0,Pune,35.5,1.06,38.0,17102.0
Ceramic Floor Tiles,Grade A,500.0,sq.ft,1.3,20.3,21000.0,22050.0,Chennai,12.9,1.02,75.0,14811.0
Marble Slabs,Grade B,800.0,sq.ft,1.7,17.3,168000.0,176400.0,Hyderabad,41.0,1.05,55.00000000000001,90088.0
Ceramic Floor Tiles,Grade A,1200.0,sq.ft,4.9,28.7,50400.0,52920.0,Bangalore,36.4,1.12,75.0,35443.0
Natural Stone Slabs,Grade D,15.0,Tonnes,6.6,76.1,16500.0,17325.0,Mumbai,36.4,1.18,22.0,2296.0
Sanitaryware Ceramics,Grade C,2000.0,Pieces,0.5,67.4,1700000.0,1785000.0,Mysuru,45.3,0.95,38.0,371073.0
Marble Slabs,Grade E,500.0,sq.ft,3.8,30.8,105000.0,110250.0,Chennai,34.4,1.02,0.0,0.0
Corrugated Roofing Sheets,Grade B,800.0,sq.ft,2.5,11.3,52000.0,54600.0,Mumbai,45.6,1.18,55.00000000000001,31359.0
Cement Blocks,Grade C,500.0,Pieces,0.2,85.1,26000.0,27300.0,Hyderabad,31.6,1.05,38.0,5233.0
Aluminum Windows,Grade A,5000.0,Pieces,1.8,20.7,14000000.0,14700000.0,Pune,5.3,1.06,75.0,9830116.0
TMT Steel Rods,Grade C,500.0,kg,9.5,56.5,29000.0,30450.0,Pune,45.3,1.06,38.0,7860.0
Corrugated Roofing Sheets,Grade D,500.0,sq.ft,1.8,46.0,32500.0,34125.0,Chennai,33.9,1.02,22.0,5383.0
Red Bricks,Grade B,50.0,Pieces,2.4,8.9,550.0,577.5,Hyderabad,14.0,1.05,55.00000000000001,317.0
Corrugated Roofing Sheets,Grade A,100.0,sq.ft,1.4,42.2,6500.0,6825.0,Delhi,24.5,1.1,75.0,4093.0
Granite Slabs,Grade B,100.0,sq.ft,0.6,10.0,19000.0,19950.0,Bangalore,30.6,1.12,55.00000000000001,10791.0
Flush Doors,Grade C,200.0,Pieces,0.4,50.9,840000.0,882000.0,Chennai,7.1,1.02,38.0,221758.0
Marble Slabs,Grade A,100.0,sq.ft,1.5,24.4,21000.0,22050.0,Chennai,25.1,1.02,75.0,12834.0
Ceramic Floor Tiles,Grade B,100.0,sq.ft,1.5,14.6,4200.0,4410.0,Pune,45.2,1.06,55.00000000000001,2215.0
Aluminum Windows,Grade B,1000.0,Pieces,4.1,18.9,2800000.0,2940000.0,Pune,35.6,1.06,55.00000000000001,1447502.0
Sanitaryware Ceramics,Grade B,50.0,Pieces,3.7,43.1,42500.0,44625.0,Delhi,44.3,1.1,55.00000000000001,19282.0
Granite Slabs,Grade C,100.0,sq.ft,1.8,69.7,19000.0,19950.0,Chennai,34.1,1.02,38.0,4596.0
Mixed Demolition Waste,Grade B,10.0,Tonnes,5.2,8.8,4500.0,4725.0,Mumbai,32.2,1.18,55.00000000000001,3014.0
Granite Slabs,Grade B,800.0,sq.ft,1.4,14.6,152000.0,159600.0,Mysuru,49.1,0.95,55.00000000000001,75572.0
Electrical Wiring & Panels,Grade B,2000.0,Pieces,0.3,15.7,440000.0,462000.0,Hyderabad,40.2,1.05,55.00000000000001,231992.0
Mixed Demolition Waste,Grade A,5.0,Tonnes,6.6,7.0,2250.0,2362.5,Mumbai,5.9,1.18,75.0,1929.0
Sanitaryware Ceramics,Grade B,1000.0,Pieces,0.5,19.6,850000.0,892500.0,Bangalore,18.4,1.12,55.00000000000001,474877.0
Sanitaryware Ceramics,Grade A,500.0,Pieces,4.5,25.4,425000.0,446250.0,Hyderabad,22.3,1.05,75.0,279288.0
